description = Aqui obtendras tu armadura legionaria!
head = 0
heading = 3
body = 69
ai_type = 1
object_type = 3
object_count = 12
object1 = 677-1000
object2 = 509-1000
object3 = 518-1000
object4 = 523-1000
object5 = 369-1000
object6 = 634-1000
object7 = 684-1000
object8 = 635-1000
object9 = 683-1000
object10 = 689-1000
object11 = 701-1000
object12 = 1037-1000
backup = 1

[NPC27]
name = SC
npc_type = 12
description = Aqui obtendras tu armadura legionaria!
head = 318
heading = 3
body = 177
ai_type = 1
object_type = 3
object_count = 10
object1 = 678-1000
object2 = 558-1000
object3 = 1041-1000
object4 = 379-1000
object5 = 686-1000
object6 = 1042-1000
object7 = 685-1000
object8 = 690-1000
object9 = 695-1000
object10 = 1037-1000
backup = 1

[NPC28]
name = Ireth
npc_type = 12
description = Bienvenido amigo, vendo ropajes para mujeres humanas.
head = 71
heading = 3
body = 254
ai_type = 1
object_type = 3
object_count = 15
object1 = 879-1000
object2 = 880-1000
object3 = 884-1000
object4 = 885-1000
object5 = 886-1000
object6 = 891-1000
object7 = 892-1000
object8 = 893-1000
object9 = 894-1000
object10 = 896-1000
object11 = 899-1000
object12 = 900-1000
object13 = 901-1000
object14 = 902-1000
object15 = 904-1000
backup = 1

[NPC29]
name = Isaac
npc_type = 12
description = Buscas ropas para hombres humanos? Entonces has hecho bien en acudir a mi.
head = 7
heading = 3
body = 240
ai_type = 1
object_type = 3
object_count = 7
object1 = 882-1000
object2 = 887-1000
object3 = 888-1000
object4 = 889-1000
object5 = 890-1000
object6 = 897-1000
object7 = 903-1000
backup = 1

[NPC30]
name = Nelvi
npc_type = 12
description = Poseo una gran cantidad de ropajes para los astutos gnomos, ¿deseas algo en particular?
head = 403
heading = 3
body = 294
ai_type = 1
object_type = 3
object_count = 20
object1 = 908-1000
object2 = 910-1000
object3 = 911-1000
object4 = 912-1000
object5 = 913-1000
object6 = 915-1000
object7 = 916-1000
object8 = 917-1000
object9 = 918-1000
object10 = 919-1000
object11 = 920-1000
object12 = 921-1000
object13 = 922-1000
object14 = 923-1000
object15 = 924-1000
object16 = 927-1000
object17 = 928-1000
object18 = 929-1000
object19 = 930-1000
object20 = 932-1000
backup = 1

[NPC31]
name = Aile
npc_type = 12
description = Bienvenido, vendo ropas para los hermosos gnomos de estas tierras.
head = 473
heading = 3
body = 288
ai_type = 1
object_type = 3
object_count = 15
object1 = 909-1000
object2 = 914-1000
object3 = 925-1000
object4 = 926-1000
object5 = 931-1000
object6 = 933-1000
object7 = 935-1000
object8 = 936-1000
object9 = 938-1000
object10 = 941-1000
object11 = 942-1000
object12 = 934-1000
object13 = 937-1000
object14 = 939-1000
object15 = 940-1000
backup = 1

[NPC32]
name = Varinya
npc_type = 12
description = Tengo para ofrecerte los mejores ropajes para elfos.
head = 172
heading = 3
body = 234
ai_type = 1
object_type = 3
object_count = 14
object1 = 943-1000
object2 = 944-1000
object3 = 945-1000
object4 = 946-1000
object5 = 947-1000
object6 = 948-1000
object7 = 949-1000
object8 = 950-1000
object9 = 951-1000
object10 = 952-1000
object11 = 953-1000
object12 = 954-1000
object13 = 955-1000
object14 = 956-1000
backup = 1

[NPC33]
name = Torke
npc_type = 12
description = Solo tengo ropajes para enanos, si no las puedes usar, vete de aqui!
head = 371
heading = 3
body = 306
ai_type = 1
object_type = 3
object_count = 18
object1 = 957-1000
object2 = 958-1000
object3 = 959-1000
object4 = 960-1000
object5 = 961-1000
object6 = 962-1000
object7 = 963-1000
object8 = 964-1000
object9 = 965-1000
object10 = 966-1000
object11 = 967-1000
object12 = 968-1000
object13 = 969-1000
object14 = 970-1000
object15 = 971-1000
object16 = 972-1000
object17 = 973-1000
object18 = 974-1000
backup = 1

[NPC34]
name = Gourk
npc_type = 12
description = Vendo ropas para elfos drows, de hermosas telas y refinados detalles.
head = 203
heading = 3
body = 264
ai_type = 1
object_type = 3
object_count = 9
object1 = 977-1000
object2 = 978-1000
object3 = 979-1000
object4 = 980-1000
object5 = 981-1000
object6 = 982-1000
object7 = 983-1000
object8 = 984-1000
object9 = 985-1000
backup = 1

#################### Decorativos ####################

[NPC35]
name = Astor
npc_type = 0
description = orcoszhh zson todsh orcshhh... hip...
head = 2140
body = 285
heading = 3
ai_type = 1

[NPC36]
name = Aldeano
npc_type = 0
description = Hola forastero! Bienvenido a nuestra humilde aldea.
head = 0
heading = 3
body = 18
ai_type = 2

[NPC37]
name = Bardo
npc_type = 0
description = ¿Hola, os gustaria oir una hermosa melodia?
head = 0
heading = 3
body = 17
ai_type = 1

[NPC38]
name = Aldeana
npc_type = 0
description = Hola forastero! Bienvenido a nuestra humilde aldea.
head = 0
heading = 3
body = 19
ai_type = 2

[NPC39]
name = Gobernador
npc_type = 11
description = Hola, soy el gobernador de Ullathorpe. Bienvenido a nuestra pequeña aldea! Escribe /hogar para obtener la ciudadania.
head = 0
heading = 3
body = 4
ai_type = 1
city = 1

[NPC40]
name = Alarnick, antiguo soberano de Banderbill
npc_type = 0
description = Esto no es digno de un soberano! Exijo me devuelvan mi trono y me saquen de esta pocilga! Maldito Tancredo, me las pagaras!
head = 101
heading = 3
body = 348
ai_type = 2

[NPC41]
name = Nelmasil
npc_type = 0
description = El pueblo de Ullathorpe en contra del alcalde... Todos aquellos que estan en contra se presenten en el castillo del rey en Banderbill!
head = 0
body = 410
heading = 3
ai_type = 1

[NPC42]
name = Gael Azrraed
npc_type = 0
description = Todos arderan! Arderan en el infierno y luciernagas saldran de sus ojos!
head = 2070
body = 75
heading = 3
ai_type = 1

[NPC43]
name = Altair de Oteren
npc_type = 0
description = Aprovechad que la pesca es buena a estas horas... Si deseas pescar, puedes comprarle una caña al comerciante que se encuentra al oeste del muelle.
head = 60
body = 75
heading = 3
ai_type = 1

[NPC44]
name = Linderoth
npc_type = 0
description = Hey tu, ¿que me andas mirando? He matado medusas en peligrosos dungeons desde que era un niño...
head = 2280
body = 285
heading = 3
ai_type = 1

[NPC45]
name = Sebastien
npc_type = 0
description = EH, EH?! no! Yo no he hecho nada! Vete si no quieres problemas!
head = 2154
body = 31
heading = 3
ai_type = 1

[NPC46]
name = Anthares
npc_type = 0
description = Shhh, ten cuidado, planeo raptar al Demonio. Buscar refuerzos y la ciudad sera asediada.
head = 2050
body = 378
heading = 3
ai_type = 1

[NPC47]
name = Vuragon
npc_type = 0
description = Estoy hasta la coronilla de que se escape mi vaca! Ya recibira su merecido cuando la encuentre.
head = 60
body = 501
heading = 3
ai_type = 1

[NPC48]
name = Belial
npc_type = 0
description = Maldito seas Tancredo de Hauteville! Me obligan limpiar esta mugrosa ciudad por haber hecho algo que no hice!
head = 63
body = 641
heading = 3
ai_type = 1

[NPC49]
name = Efral
npc_type = 0
description = ¿Que miras tu? ¿Acaso quieres sufrir?
head = 69
body = 442
heading = 3
ai_type = 1

[NPC50]
name = Manrique
npc_type = 0
description = El Rey es avaro y sus terratenientes tambien, dame algo por favor, no seas como el...
head = 0
body = 411
heading = 3
ai_type = 1

[NPC51]
name = Abel, el monje pensador
npc_type = 0
description = Cuando hayas caido en combate, puedes acercarte al sacerdote de la ciudad para que te devuelva a la vida.
head = 2050
body = 381
heading = 3
ai_type = 1

[NPC52]
name = Clipsa
npc_type = 0
description = Que la diosa naturaleza te guie.
head = 67
body = 357
heading = 3
ai_type = 1

[NPC53]
name = Astor
npc_type = 0
description = orcoszhh zson todsh orcshhh..hip..
head = 0
body = 412
heading = 3
ai_type = 1

[NPC54]
name = Zairot
npc_type = 0
description = Podrash caminar de norte a shur, *hip* podrash encontrar sherveza de la mejor *hip* pero ninguna como la del meshon *hip*
head = 0
body = 416
heading = 3
ai_type = 1

[NPC55]
name = Onkin
npc_type = 0
description = Dejenme tarnquilo... hip hip... descargara lo que he... hip hip... bebido
head = 0
body = 424
heading = 3
ai_type = 1

[NPC56]
name = Fethresor
npc_type = 0
description = En las batallas mas escalofriantes, mas sangrientas... un bardo siempre esta presente.
head = 0
body = 418
heading = 3
ai_type = 1

[NPC57]
name = Whyx
npc_type = 0
description = Mis melodias podrian hacer que hasta el mas habil guerrero, caiga a mis pies...
head = 0
body = 419
heading = 3
ai_type = 1

[NPC58]
name = Iklot
npc_type = 0
description = Cuando te encuentres solo, perdido, sin saber para donde correr... Respira profundo y susurra mi melodia.
head = 0
body = 420
heading = 3
ai_type = 1

[NPC59]
name = Unurbar Gorog
npc_type = 12
description = Hola! Poseo las mejores y mas extrañas bebidas de estas tierras, ¿que desea que le sirva?
head = 304
heading = 3
body = 372
ai_type = 1
object_type = 13
object_count = 8
object1 = 498-1000
object2 = 522-1000
object3 = 550-1000
object4 = 160-1000
object5 = 557-1000
object6 = 612-1000
object7 = 42-1000
object8 = 622-1000
backup = 1

[NPC60]
name = Dugh Dhail
npc_type = 0
description = Hola forastero! Pronto se celebrara un nuevo aniversario de la creacion de la cerveza ¿Acudiras a los festejos?
head = 0
heading = 3
body = 410
ai_type = 1
backup = 1

#################### Ullathorpe ####################

[NPC61]
name = Thorkis
npc_type = 12
description = Hooooola jovencito, tengo las mejores provisiones de Ullathorpe!
head = 504
heading = 3
body = 202
ai_type = 1
object_type = 1
object_count = 5
object1 = 1-10000
object2 = 158-1000
object3 = 22-1000
object4 = 43-1000
object5 = 160-1000
backup = 1

[NPC62]
name = Herrero
npc_type = 12
description = Bienvenido, rata de alcantarilla, soy el herrero de Ullathorpe... tengo algunas armas que pueden ayudarte en tus viajes.
head = 505
heading = 3
body = 199
ai_type = 1
object_type = 2
object_count = 9
object1 = 15-1000
object2 = 619-1000
object3 = 165-1000
object4 = 9-1000
object5 = 2-1000
object6 = 125-1000
object7 = 123-1000
object8 = 389-1000
object9 = 124-1000
backup = 1

[NPC63]
name = Mago
npc_type = 12
description = Bienvenido a mi pequeña tienda de Ullathorpe... Tengo algunos hechizos que podrian interesarte.
head = 110
heading = 3
body = 46
ai_type = 1
object_type = 24
object_count = 8
object1 = 363-1000
object2 = 199-1000
object3 = 200-1000
object4 = 197-1000
object5 = 658-1000
object6 = 659-1000
object7 = 696-1000
object8 = 208-1000
backup = 1

[NPC64]
name = Sastre
npc_type = 12
description = Hola forastero! Soy el sastre de Ullathorpe, bienvenido!
head = 9
heading = 3
body = 50
ai_type = 1
object_type = 3
object_count = 9
object1 = 31-1000
object2 = 32-1000
object3 = 35-1000
object4 = 641-1000
object5 = 501-1000
object6 = 135-1000
object7 = 238-1000
object8 = 239-1000
object9 = 873-1000
backup = 1

[NPC65]
name = Sastre
npc_type = 12
description = Bienvenida viajera! Tengo hermosas vestimentas para ofrecerte...
head = 70
heading = 3
body = 80
ai_type = 1
object_type = 3
object_count = 5
object1 = 170-1000
object2 = 504-1000
object3 = 505-1000
object4 = 506-1000
object5 = 382-1000
backup = 1

[NPC66]
name = Sastre
npc_type = 12
description = Acerquese! Tengo pequeñas prendas que seran de su agrado...
head = 303
heading = 3
body = 180
ai_type = 1
object_type = 3
object_count = 6
object1 = 240-1000
object2 = 527-1000
object3 = 486-1000
object4 = 507-1000
object5 = 502-1000
object6 = 707-1000
backup = 1

[NPC67]
name = Armaduras
npc_type = 12
description = Acercate, tengo algunas armaduras que podrian protegerte.
head = 6
body = 93
heading = 4
ai_type = 1
object_type = 3
object_count = 5
object1 = 30-1000
object2 = 529-1000
object3 = 668-1000
object4 = 1001-1000
object5 = 1002-1000
backup = 1

#################### Nix ####################

[NPC68]
name = Thorkis
npc_type = 12
description = Que tal amigo! Entra, pues tengo las mejores provisiones de Nix!
head = 504
heading = 3
body = 202
ai_type = 1
object_type = 1
object_count = 4
object1 = 139-1000
object2 = 26-1000
object3 = 43-1000
object4 = 160-1000
backup = 1

[NPC69]
name = Herrero
npc_type = 12
description = Bienvenido, rata de alcantarilla, soy el herrero de Nix, tengo algunas armas que pueden ayudarte en tus viajes.
head = 505
heading = 3
body = 199
ai_type = 1
object_type = 2
object_count = 9
object1 = 15-1000
object2 = 619-1000
object3 = 165-1000
object4 = 389-1000
object5 = 3-1000
object6 = 2-1000
object7 = 398-1000
object8 = 990-1000
object9 = 1009-1000
backup = 1

[NPC70]
name = Mago
npc_type = 12
description = Bienvenido a mi pequeña tienda de Nix... Tengo algunos hechizos que podrian interesarte.
head = 110
heading = 3
body = 46
ai_type = 1
object_type = 24
object_count = 11
object1 = 201-1000
object2 = 204-1000
object3 = 364-1000
object4 = 205-1000
object5 = 380-1000
object6 = 661-1000
object7 = 383-1000
object8 = 658-1000
object9 = 659-1000
object10 = 696-1000
object11 = 208-1000
backup = 1

[NPC71]
name = Sastre
npc_type = 12
description = Hola forastero! Soy el sastre de Nix, bienvenido!
head = 7
heading = 3
body = 50
ai_type = 1
object_type = 3
object_count = 10
object1 = 31-1000
object2 = 32-1000
object3 = 35-1000
object4 = 45-1000
object5 = 80-1000
object6 = 501-1000
object7 = 135-1000
object8 = 238-1000
object9 = 239-1000
object10 = 1036-1000
backup = 1

[NPC72]
name = Sastre
npc_type = 12
description = Bienvenida viajera! Entra a mi tienda, tengo las mejores prendas de Nix!
head = 71
heading = 3
body = 80
ai_type = 1
object_type = 3
object_count = 5
object1 = 170-1000
object2 = 504-1000
object3 = 505-1000
object4 = 506-1000
object5 = 382-1000
backup = 1

[NPC73]
name = Sastre
npc_type = 12
description = Acerquese! Tengo pequeñas prendas que seran de su agrado...
head = 404
heading = 3
body = 180
ai_type = 1
object_type = 3
object_count = 6
object1 = 240-1000
object2 = 527-1000
object3 = 486-1000
object4 = 507-1000
object5 = 502-1000
object6 = 707-1000
backup = 1

[NPC74]
name = Armaduras
npc_type = 12
description = Acercate, tengo algunas armaduras que podrian protegerte.
head = 6
body = 93
heading = 4
ai_type = 1
object_type = 3
object_count = 8
object1 = 30-1000
object2 = 529-1000
object3 = 668-1000
object4 = 359-1000
object5 = 499-1000
object6 = 667-1000
object7 = 1001-1000
object8 = 1002-1000
backup = 1

#################### Banderbill ####################

[NPC75]
name = Tellez
npc_type = 12
description = Hola! Bienvenido al Meson Hostigado ¿Que desea que le sirva?
head = 505
heading = 3
body = 202
ai_type = 1
object_type = 13
object_count = 10
object1 = 21-1000
object2 = 23-1000
object3 = 24-1000
object4 = 28-1000
object5 = 29-1000
object6 = 26-1000
object7 = 25-1000
object8 = 160-1000
object9 = 42-1000
object10 = 161-1000
backup = 1

[NPC76]
name = Herrero
npc_type = 12
description = Ven, pasa, que he fabricado las mas poderosas armas de Banderbill para ti!
head = 505
heading = 3
body = 199
ai_type = 1
object_type = 2
object_count = 9
object1 = 164-1000
object2 = 2-1000
object3 = 19-1000
object4 = 123-1000
object5 = 389-1000
object6 = 401-1000
object7 = 478-1000
object8 = 990-1000
object9 = 1009-1000
backup = 1

[NPC77]
name = Mago
npc_type = 12
description = Bienvenido a mi pequeña tienda de Banderbill... Tengo algunos hechizos que podrian interesarte.
head = 110
heading = 3
body = 46
ai_type = 1
object_type = 24
object_count = 15
object1 = 394-1000
object2 = 203-1000
object3 = 207-1000
object4 = 657-1000
object5 = 206-1000
object6 = 361-1000
object7 = 319-1000
object8 = 531-1000
object9 = 318-1000
object10 = 537-1000
object11 = 662-1000
object12 = 658-1000
object13 = 659-1000
object14 = 696-1000
object15 = 208-1000
backup = 1

[NPC78]
name = Sastre
npc_type = 12
description = Bienvenido a la sastreria de Banderbill! En que lo puedo ayudar?
head = 7
heading = 3
body = 56
ai_type = 1
object_type = 3
object_count = 11
object1 = 501-1000
object2 = 135-1000
object3 = 238-1000
object4 = 239-1000
object5 = 381-1000
object6 = 196-1000
object7 = 357-1000
object8 = 986-1000
object9 = 873-1000
object10 = 1036-1000
object11 = 1010-1000
backup = 1

[NPC79]
name = Sastre
npc_type = 12
description = Adelante hermosa niña! En mi tienda encontraras vestidos hechos para ti!
head = 173
heading = 3
body = 121
ai_type = 1
object_type = 3
object_count = 5
object1 = 504-1000
object2 = 505-1000
object3 = 506-1000
object4 = 382-1000
object5 = 511-1000
backup = 1

[NPC80]
name = Sastre
npc_type = 12
description = Ven y mira estas prendas que he confeccionado para nuestra raza!
head = 305
heading = 3
body = 159
ai_type = 1
object_type = 3
object_count = 6
object1 = 486-1000
object2 = 507-1000
object3 = 502-1000
object4 = 707-1000
object5 = 671-1000
object6 = 670-1000
backup = 1

[NPC81]
name = Armaduras
npc_type = 12
description = Ven, tengo resistentes armaduras para ofrecerte.
head = 6
body = 93
heading = 4
ai_type = 1
object_type = 3
object_count = 6
object1 = 359-1000
object2 = 499-1000
object3 = 667-1000
object4 = 360-1000
object5 = 648-1000
object6 = 1003-1000
backup = 1

#################### Lindos ####################

[NPC82]
name = Sorks
npc_type = 12
description = ¿Estas sediento y hambriento?
head = 505
heading = 3
body = 202
ai_type = 1
object_type = 13
object_count = 4
object1 = 139-1000
object2 = 754-1000
object3 = 43-1000
object4 = 160-1000
backup = 1

[NPC83]
name = Herrero
npc_type = 12
description = Ven, pasa, que he fabricado, aqui en Lindos, poderosas armas para ti!
head = 505
heading = 3
body = 199
ai_type = 1
object_type = 2
object_count = 8
object1 = 2-1000
object2 = 19-1000
object3 = 123-1000
object4 = 401-1000
object5 = 125-1000
object6 = 753-1000
object7 = 404-1000
object8 = 990-1000
backup = 1

[NPC84]
name = Mago
npc_type = 12
description = Ven por aqui joven, las artes magicas superiores te estan llamando...
head = 110
heading = 3
body = 46
ai_type = 1
object_type = 24
object_count = 17
object1 = 530-1000
object2 = 396-1000
object3 = 397-1000
object4 = 470-1000
object5 = 471-1000
object6 = 319-1000
object7 = 673-1000
object8 = 394-1000
object9 = 395-1000
object10 = 538-1000
object11 = 536-1000
object12 = 532-1000
object13 = 542-1000
object14 = 658-1000
object15 = 659-1000
object16 = 696-1000
object17 = 208-1000
backup = 1

[NPC85]
name = Sastre
npc_type = 12
description = Ven aqui! Te puedo ofrecer las mejores ropas de la isla...
head = 7
heading = 3
body = 46
ai_type = 1
object_type = 3
object_count = 11
object1 = 31-1000
object2 = 32-1000
object3 = 35-1000
object4 = 135-1000
object5 = 238-1000
object6 = 239-1000
object7 = 381-1000
object8 = 196-1000
object9 = 986-1000
object10 = 873-1000
object11 = 1010-1000
backup = 1

[NPC86]
name = Sastre
npc_type = 12
description = Ven y mira estas vestimentas, seguro te encantaran!
head = 75
heading = 3
body = 118
ai_type = 1
object_type = 3
object_count = 5
object1 = 170-1000
object2 = 382-1000
object3 = 511-1000
object4 = 488-1000
object5 = 508-1000
backup = 1

[NPC87]
name = Sastre
npc_type = 12
